date,duration,pol_year,att_age,modal_cf_indicator,mort_rate_ann,mort_rate_mth,lapse_rate_ann,lapse_rate_mth,acq_exp_per_pol,acq_exp_perc_prem,maint_exp_per_pol,maint_exp_perc_prem,disc_rate_ann,disc_rate_mth,invt_ret_ann,invt_ret_mth,prem_tax_rate,tax_rate,premium_pp,comm_pp,prem_tax_pp,death_ben_pp,surr_ben_pp,acq_exp_pp,maint_exp_pp,resv_pp,capreq_pp,pol_if,pol_death,pol_lapse,pol_maturity,premium_if,prem_tax_if,comm_if,acq_exp_if,maint_exp_if,death_ben_if,surr_ben_if,resv_if,inc_resv_if,invt_return_if,prof_bef_tax_capreq_if,tax_if,prof_aft_tax_bef_capreq_if,capreq_if,inc_capreq_if,invt_return_on_capreq_if,tax_on_invt_return_on_capreq_if,prof_aft_tax_capreq_if,pv_premium,pv_prem_tax,pv_comm,pv_acq_exp,pv_maint_exp,pv_death_ben,pv_surr_ben,pv_cf,pv_inc_resv,pv_invt_return,pv_prof_bef_tax_capreq,pv_tax,pv_prof_aft_tax_bef_capreq,pv_inc_capreq,pv_invt_return_on_capreq,pv_tax_on_invt_return_on_capreq,pv_prof_aft_tax_capreq
2024-01-01,82,7,33,1.0,0.00055968,4.6651968372612984e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,2000.0,400.0,70.0,119405.22965290002,1500.0,0.0,48.58333333333334,0.0,0.0,1.0,4.6651968372612984e-5,0.0033958947663511314,0.0,2000.0,70.0,400.0,0.0,48.58333333333334,5.570488997291681,5.093842149526697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65743.21904819972,2301.0126666869896,4620.737332504918,0.0,1895.3070443685488,970.5457234548542,1443.726786632049,-54511.889494552364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,83,7,33,0.0,0.00055968,4.6651968372612984e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,0.0,0.0,119405.22965290002,1500.0,0.0,4.583333333333334,0.0,0.0,0.9965574532652762,4.649136679122341e-5,0.0033842042399117637,0.0,0.0,0.0,0.0,0.0,4.567554994132516,5.551312328583241,5.076306359867646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63951.897760243235,2238.3164216085124,4234.554928220552,0.0,1852.7694039147616,968.1525486028796,1443.359330298546,-53214.745127597984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,84,7,33,0.0,0.00055968,4.6651968372612984e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,0.0,0.0,119405.22965290002,1500.0,0.0,4.583333333333334,0.0,0.0,0.9931267576585732,4.6331318088283436e-5,0.003372553958656017,0.0,0.0,0.0,0.0,0.0,4.5518309726017945,5.532201676453044,5.058830937984025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64161.25963208806,2245.644087123081,4248.417759148974,0.0,1854.2523808389742,965.7707157878949,1443.0082067982846,-53404.16648239085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,85,8,34,1.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,2000.0,400.0,70.0,122987.38654248702,2000.0,0.0,48.58333333333334,0.0,0.0,0.9897078723818289,4.7914617232383825e-5,0.003360937865407074,0.0,1979.4157447636578,69.27955106672802,395.8831489527316,0.0,48.08330746655053,5.892893550594499,6.721875730814149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64371.30690022162,2252.9957415077556,4262.325973378501,0.0,1855.7559881416253,963.4001961241994,1442.6734092329355,-53594.15559183661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,86,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,0.0,0.0,122987.38654248702,2000.0,0.0,4.583333333333334,0.0,0.0,0.9862990198991894,4.7749584835991694e-5,0.0033493617814875664,0.0,0.0,0.0,0.0,0.0,4.520537174537952,5.872596647467387,6.6987235629751325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62596.14597162021,2190.8651090067065,3879.100552115689,0.0,1813.590530642995,960.661224121835,1440.6744708346478,-52311.25408489833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,87,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,0.0,0.0,122987.38654248702,2000.0,0.0,4.583333333333334,0.0,0.0,0.9829019085328659,4.758512086095889e-5,0.0033378255690932924,0.0,0.0,0.0,0.0,0.0,4.504967080775636,5.852369652997713,6.675651138186585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62801.06946489983,2198.0374312714935,3891.7997179123,0.0,1814.992417874857,957.9335823409912,1438.6921406000424,-52499.61417490015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,88,8,34,1.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,2000.0,400.0,70.0,122987.38654248702,2000.0,0.0,48.58333333333334,0.0,0.0,0.9795164978429115,4.7421223349470766e-5,0.0033263290908946913,0.0,1959.032995685823,68.56615484900381,391.8065991371646,0.0,47.58817652020146,5.832212326398972,6.652658181789382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63006.66382437171,2205.233233853009,3904.54045747318,0.0,1816.4145155869178,955.2172379652075,1436.726393156875,-52688.53198633652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,89,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,0.0,0.0,122987.38654248702,2000.0,0.0,4.583333333333334,0.0,0.0,0.9761427475286674,4.7257890350456006e-5,0.0033148722100352075,0.0,0.0,0.0,0.0,0.0,4.473987592839726,5.812124427714,6.629744420070415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61247.484886338745,2143.6619710218556,3524.2336349123275,0.0,1774.6170162207204,952.5121583113774,1434.7772033244985,-51417.68290254797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,90,8,34,0.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,0.0,0.0,0.0,122987.38654248702,2000.0,0.0,4.583333333333334,0.0,0.0,0.9727806174282817,4.7095119919563336e-5,0.0033034547901296583,0.0,0.0,0.0,0.0,0.0,4.4585778298796255,5.792105717812116,6.606909580259316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61447.993214170776,2150.679762495977,3535.7710587647034,0.0,1775.938016280882,949.8183108293555,1432.8445461135436,-51602.94151968631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,91,8,34,1.0,0.0005808000000000001,4.8412888862925385e-5,0.04000000000000001,0.003396053198917559,0.0,0.0,4.583333333333334,0.022000000000000002,0.04,0.0032737397821989145,0.0,0.0,0.035,0.0,2000.0,400.0,70.0,122987.38654248702,2000.0,0.0,48.58333333333334,0.0,0.0,0.9694300675182326,4.693291011913844e-5,0.0032920766952626145,0.0,1938.8601350364652,67.86010472627628,387.77202700729305,0.0,47.098144113594145,5.77215595838628,6.584153390525229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61649.1579540923,2157.72052839323,3547.346253140529,0.0,1777.2788011620069,947.1356631015665,1430.928396725603,-51788.74831156936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
